Gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,brain_region,Subclass,Class,Comparison,CCA,RCCA,RTSS,Count,avg_FC
Rims3,9.50E-156,0.448222986,0.947,0.256,3.35E-151,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,,,1,1,1.565527748
Serpine2,1.69E-184,-1.05830621,0.852,1,5.94E-180,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,,1,1,1,0.347043131
Slc1a1,4.00E-136,-0.640522086,0.914,1,1.41E-131,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,,,1,1,0.527017204
Slc24a2,7.35E-33,0.304635366,1,0.989,2.59E-28,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,,,1,1,1.356130422
Snap25,4.20E-82,0.296738395,1,1,1.48E-77,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,,,1,1,1.345463273
Snca,9.70E-61,0.471063736,1,0.996,3.42E-56,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,,,1,1,1.60169707
Sorcs3,4.59E-70,0.279993374,0.622,0.165,1.62E-65,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,,,1,1,1.323121045
Sparcl1,1.92E-121,-1.342159004,0.828,0.941,6.75E-117,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,1,,,1,0.261280953
Sqstm1,1.10E-76,0.31156367,1,1,3.88E-72,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,,,1,1,1.365558729
Stx1a,1.47E-212,0.986924681,1,0.998,5.19E-208,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,,,1,1,2.682970781
Stxbp1,1.18E-83,0.353888258,1,1,4.16E-79,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,1,,1,1,1.42459599
Sybu,8.13E-35,0.258581669,0.975,0.967,2.86E-30,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,,,1,1,1.295091914
Syn1,1.50E-161,0.660074397,1,0.998,5.28E-157,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,,,1,1,1.934936283
Syt1,8.28E-134,0.418804603,1,1,2.91E-129,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,,,1,1,1.520143294
Syt4,5.88E-44,-0.298934384,1,1,2.07E-39,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,,,1,1,0.741608069
Tenm4,2.11E-82,0.351585666,0.991,0.947,7.44E-78,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,1,,,1,1.421319501
Tyro3,2.24E-84,0.348137282,0.985,0.846,7.88E-80,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,1,,,1,1.416426686
Unc5d,2.04E-82,0.276128666,0.88,0.421,7.19E-78,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,1,,,1,1.318017437
Vamp2,1.75E-105,0.334163406,1,1,6.17E-101,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,,,1,1,1.396771366
Vmp1,2.77E-125,-0.458428312,0.999,1,9.75E-121,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,1,,,1,0.632276607
Vstm2l,4.89E-62,0.44692281,0.98,0.965,1.72E-57,VISp,L5 IT vs L5 PT,Glut,Glut VISp L5 IT vs L5 PT,1,,,1,1.563493609
Adcyap1,1.39E-84,0.325284638,0.498,0.091,4.89E-80,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.38442465
Akap5,4.69E-95,0.255834443,0.992,0.973,1.65E-90,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.291538887
Alcam,3.01E-270,0.772923346,0.911,0.115,1.06E-265,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,2.166089235
Apba2,1.14E-83,0.372393611,0.998,0.98,4.00E-79,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.451204079
App,1.32E-76,0.310054934,1,1,4.65E-72,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.363500015
Atf4,7.77E-143,0.50290348,0.999,0.984,2.74E-138,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.653515256
Atp1b2,2.27E-292,0.681917564,0.981,0.262,8.01E-288,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,1.9776664
Baiap2,3.40E-150,-0.468476132,1,1,1.20E-145,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.625955415
Bdnf,1.15E-83,0.705937418,0.785,0.429,4.05E-79,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,2.025744765
Cacnb4,4.10E-82,-0.370004419,1,1,1.44E-77,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.690731278
Camk2d,1.96E-236,0.901413794,0.925,0.245,6.89E-232,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,2.463082943
Cd83,3.32E-213,0.526205399,0.756,0.036,1.17E-208,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,1,,1,1.692497754
Cdh10,6.02E-282,0.569382008,0.974,0.157,2.12E-277,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,1.767174614
Cdh12,4.53E-100,0.393949252,0.99,0.772,1.60E-95,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,1.482825296
Cdh18,5.23E-152,-0.298358501,0.383,0.943,1.84E-147,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,0.742035272
Cdh6,2.19E-82,0.31561828,0.809,0.451,7.70E-78,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,1.371106777
Cdh8,7.21E-90,0.338636307,0.827,0.438,2.54E-85,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,1.403032979
Cnr1,7.65E-45,0.271712878,0.868,0.673,2.69E-40,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,1,1,1.312210183
Cplx1,2.09E-90,0.43870511,1,1,7.36E-86,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.550697935
Cspg5,1.97E-130,0.471563074,0.999,0.976,6.94E-126,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.602497058
Ctnnb1,7.92E-32,-0.251667593,0.975,0.992,2.79E-27,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,0.777503143
Cx3cl1,1.68E-51,-0.360924703,1,1,5.93E-47,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,1,,1,0.697031481
Cxcl12,5.28E-93,-0.471182971,0.219,0.66,1.86E-88,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,1,,1,0.624263346
Cyp46a1,9.18E-11,0.259030708,0.982,0.99,0.00000323,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.295673592
Dgkb,7.79E-123,0.566460963,0.789,0.345,2.74E-118,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.762020149
Dtnbp1,1.26E-162,0.456355177,0.992,0.885,4.42E-158,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.578310825
Efna5,5.78E-127,0.303817755,0.977,0.672,2.03E-122,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,1,,1,1.355022088
Efr3a,1.84E-127,-0.558662945,1,1,6.47E-123,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,0.571973313
Egr3,2.19E-36,0.253893145,0.977,0.891,7.73E-32,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,1,,1,1.289034057
Emb,8.47E-176,-0.687446495,0.789,0.985,2.98E-171,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,0.502858483
Epha4,1.43E-157,0.590402592,0.992,0.773,5.04E-153,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.804714833
Ephb1,1.16E-125,-0.296345402,0.675,0.953,4.09E-121,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.743530567
Ephb6,2.70E-33,-0.254992951,0.94,0.983,9.52E-29,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,1,,1,0.77492196
Fabp5,7.00E-126,0.353596499,1,0.998,2.47E-121,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.424180412
Fat3,1.74E-148,0.275505607,0.847,0.261,6.13E-144,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,1.31719649
Fut9,1.43E-71,-0.374934271,1,1,5.02E-67,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,1,,1,0.687334455
Glul,1.12E-92,-0.306828353,0.951,0.985,3.95E-88,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.735776884
Gria2,2.62E-114,-0.337159337,1,1,9.24E-110,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.713795097
Gria4,2.66E-75,0.424996149,0.976,0.928,9.35E-71,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.529584529
Grin2b,8.21E-105,-0.366099406,1,1,2.89E-100,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.693433866
Grm2,1.25E-260,0.390382169,0.912,0.093,4.40E-256,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.477545358
Grm7,3.50E-104,0.346684584,0.961,0.742,1.23E-99,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.41437054
H2-T23,1.90E-128,-0.806066039,0.716,0.942,6.67E-124,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,1,,1,0.446611567
Icam5,5.86E-47,-0.263232378,0.968,0.993,2.06E-42,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,0.768563279
Igsf21,1.42E-292,-0.975754714,0.217,0.994,5.00E-288,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,0.376907789
Itpka,6.83E-62,0.314582544,0.997,0.981,2.40E-57,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.369687407
Kcnh1,4.49E-84,0.295256108,0.916,0.584,1.58E-79,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.343470388
Kcnn2,7.73E-78,-0.282075231,0.772,0.933,2.72E-73,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.754216942
Lrfn5,8.59E-74,0.280273821,0.972,0.818,3.02E-69,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,1.323492163
Lrrtm1,2.35E-59,0.358567151,0.784,0.53,8.26E-55,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.431277141
Lrrtm2,2.45E-160,-0.660486366,0.864,0.983,8.62E-156,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.516600017
Mctp1,5.19E-188,-0.609088061,0.678,0.972,1.83E-183,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.543846598
Mef2c,5.71E-115,0.37286099,1,1,2.01E-110,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.4518825
Ndfip1,4.59E-122,0.306466049,1,1,1.62E-117,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,1,,1,1.35861534
Neto1,9.59E-143,-0.52526477,0.894,0.993,3.38E-138,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.591398759
Nr3c1,4.67E-87,-0.367694625,0.935,1,1.65E-82,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.692328569
Nrn1,3.33E-127,0.604744333,1,0.996,1.17E-122,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.830784078
Nrxn1,7.23E-62,0.422453664,1,1,2.55E-57,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,1,1,1.525700523
Nrxn3,3.55E-108,-0.442768238,0.938,1,1.25E-103,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.64225604
Nsg1,4.40E-143,0.39256596,1,1,1.55E-138,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.480775534
Pacsin2,2.10E-107,0.398202014,0.736,0.277,7.40E-103,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.489144828
Pik3r1,1.86E-35,0.25108609,0.998,0.985,6.54E-31,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,1,,1,1.285420741
Plcb4,1.58E-213,-0.690421181,0.495,0.984,5.57E-209,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.501364859
Plk2,4.17E-48,-0.340265498,0.968,0.993,1.47E-43,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.711581374
Prkar2b,4.57E-151,-0.560516942,0.855,0.988,1.61E-146,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.570913858
Prkcb,2.10E-249,-0.766545661,1,1,7.40E-245,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.464615238
Prkce,1.85E-96,-0.261760211,1,1,6.53E-92,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.769695566
Prkcg,4.37E-186,-0.826055603,0.963,1,1.54E-181,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.437772634
Ptk2,1.13E-109,-0.450304956,0.992,1,3.97E-105,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,1,1,1,0.637433733
Ptk2b,9.20E-126,-0.511133963,0.992,1,3.24E-121,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.599815025
Ptn,5.03E-308,2.231500896,1,0.454,1.77E-303,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,9.313834691
Ptprm,5.38E-239,0.356204989,0.777,0.009,1.89E-234,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,1.427900222
Ptprs,2.75E-177,0.428712038,1,1,9.70E-173,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,1,1,1.535278869
Ptprt,4.35E-150,0.472452768,0.745,0.166,1.53E-145,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,1.603923425
Rasgrf1,6.63E-225,0.890696177,0.998,0.694,2.34E-220,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,2.436825523
Rasgrp1,1.70E-64,-0.323780679,1,0.999,5.98E-60,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,1,,1,0.723408884
Rgs4,3.31E-82,0.546701272,0.999,0.999,1.17E-77,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.727544908
Rims3,3.31E-160,0.386539698,0.947,0.397,1.17E-155,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.471878827
Serpinb8,4.31E-123,-0.465986547,0.239,0.758,1.52E-118,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,0.627515726
Serpine2,1.33E-247,1.05702036,0.852,0.089,4.70E-243,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,1,1,1,2.877783443
Sipa1l1,8.96E-65,-0.267358851,0.964,0.995,3.15E-60,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.765398358
Slc1a1,6.43E-38,-0.302237913,0.914,0.973,2.27E-33,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.739162188
Slc4a10,2.51E-90,-0.387155809,0.999,1,8.82E-86,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.678985295
Snap25,1.83E-110,0.31542747,1,1,6.46E-106,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.370845181
Sorcs3,1.23E-92,0.265156228,0.622,0.188,4.33E-88,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.303634624
Sparcl1,4.26E-266,-1.473066922,0.828,1,1.50E-261,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,0.229221402
Stx1a,2.91E-127,0.372745157,1,1,1.03E-122,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.451714333
Stxbp5l,4.60E-64,-0.32643755,0.992,0.999,1.62E-59,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.721489431
Syn1,8.09E-107,0.382994841,1,1,2.85E-102,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.466670463
Syt1,6.45E-126,0.317522867,1,1,2.27E-121,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,1.373720657
Syt7,4.26E-68,-0.283889441,0.994,1,1.50E-63,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.752849874
Tenm1,1.37E-102,-0.373264698,0.786,0.975,4.81E-98,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,0.688482969
Tenm4,1.21E-142,0.412358532,0.991,0.828,4.27E-138,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,1.510375857
Tmem47,1.67E-229,0.671111096,0.932,0.226,5.89E-225,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,1.956409873
Tnfrsf21,1.34E-98,-0.416046705,0.78,0.955,4.72E-94,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,1,,1,0.659649461
Ttyh1,1.85E-75,0.291048169,0.998,0.99,6.53E-71,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,1.337829024
Unc5d,5.81E-254,0.368537384,0.88,0.069,2.04E-249,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,1.445618683
Usp46,1.96E-128,-0.524329665,0.917,0.996,6.89E-124,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,,1,1,0.591952038
Vmp1,4.91E-65,-0.283977702,0.999,0.998,1.73E-60,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,0.75278343
Vstm2l,1.12E-272,0.666690271,0.98,0.316,3.95E-268,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,1,,,1,1.947780017
Wnt4,1.96E-227,0.305306215,0.789,0.041,6.90E-223,VISp,L5 IT vs L6 CT,Glut,Glut VISp L5 IT vs L6 CT,,1,,1,1.357040486
Abat,4.31E-63,0.290539754,0.95,0.746,1.52E-58,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,1,,1,1.337149025
Abhd6,1.09E-76,0.336114772,0.996,0.91,3.82E-72,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,1.399499639
Adcy1,1.81E-117,-0.544229645,0.998,1,6.39E-113,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,0.580288639
Adcyap1,3.75E-222,0.845589389,0.906,0.091,1.32E-217,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,2.329350304
Adora1,4.80E-130,-0.57544668,0.945,0.999,1.69E-125,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,0.562453576
Arc,6.50E-19,-0.438901955,0.838,0.911,2.29E-14,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,0.64474399
Atf4,2.33E-90,0.426372613,0.998,0.984,8.20E-86,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,1.531691397
Atp1b2,1.27E-45,0.270109392,0.577,0.262,4.48E-41,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,1,,,1,1.310107758
Atp2b2,8.55E-74,-0.343462755,1,1,3.01E-69,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,0.709309899
Baiap2,5.13E-159,-0.62439119,1,1,1.80E-154,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,0.5355874
Bcl6,5.29E-290,0.446029623,0.978,0.021,1.86E-285,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,1,,1,1.56209774
Bdnf,1.06E-99,0.753356171,0.84,0.429,3.73E-95,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,2.124116967
Bscl2,8.17E-67,0.279351968,1,0.999,2.88E-62,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,1.32227266
Btbd9,3.90E-46,-0.262612608,0.945,0.956,1.37E-41,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,0.769039759
Cacnb4,1.01E-131,-0.624792394,0.996,1,3.57E-127,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,0.535372564
Cacng3,2.11E-101,0.433727733,1,0.981,7.42E-97,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,1.542998703
Calb1,1.62E-147,0.75967629,0.743,0.143,5.69E-143,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,2.137584151
Cd200,1.73E-37,0.266563514,1,0.992,6.08E-33,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,1,,,1,1.305470502
Cd47,7.76E-47,-0.255850295,0.998,1,2.73E-42,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,1,1,,1,0.77425787
Cdh11,1.12E-58,-0.355958308,0.901,0.982,3.95E-54,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,1,,1,1,0.700501825
Cdh12,2.07E-63,-0.308807706,0.404,0.772,7.28E-59,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,1,,,1,0.734321962
Cdh13,8.32E-41,0.438098296,0.66,0.406,2.93E-36,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,1,,,1,1.549757235
Cdh18,2.59E-128,-0.320543987,0.358,0.943,9.14E-124,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,1,,,1,0.725754129
Cdh22,1.76E-132,0.251160735,0.888,0.253,6.21E-128,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,1,,,1,1.285516695
Cdh6,6.86E-78,0.319775285,0.858,0.451,2.42E-73,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,1,,,1,1.376818338
Cdh8,7.37E-169,0.585851315,0.983,0.438,2.60E-164,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,1,,,1,1.796519739
Chrna6,9.71E-28,0.260230078,0.143,0.008,3.42E-23,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,1.297228516
Cnr1,4.65E-90,0.39921242,0.963,0.673,1.64E-85,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,1,,1,1,1.490650229
Cntn6,3.31E-109,0.36638936,0.965,0.443,1.16E-104,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,1,,,1,1.442516792
Cplx1,6.16E-100,0.586342857,1,1,2.17E-95,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,1.797403021
Cplx2,1.52E-198,-0.820137009,0.884,1,5.36E-194,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,0.440371316
Cspg5,2.11E-93,0.443231924,1,0.976,7.43E-89,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,1.557733568
Cx3cl1,4.68E-33,-0.322448283,1,1,1.65E-28,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,1,1,,1,0.724373393
Cyp46a1,7.75E-120,0.540400443,1,0.99,2.73E-115,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,1.716694163
Dgkb,4.50E-94,0.328436811,0.858,0.345,1.58E-89,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,1.388795481
Dtnbp1,1.05E-204,0.847647836,0.998,0.885,3.68E-200,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,2.334150086
Egr1,4.79E-14,-0.298754059,0.987,0.992,1.69E-09,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,0.741741812
Emb,1.19E-102,-0.562755805,0.925,0.985,4.19E-98,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,1,,,1,0.56963709
Ephb1,8.01E-106,-0.315855629,0.717,0.953,2.82E-101,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,,1,1,0.729164713
Ephb6,9.71E-76,-0.454557997,0.923,0.983,3.42E-71,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,1,,1,0.634728458
Fut9,7.99E-168,-0.79860081,0.994,1,2.81E-163,VISp,L5 PT vs L6 CT,Glut,Glut VISp L5 PT vs L6 CT,,1,,1,0.449958101
