Gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,brain_region,Subclass,Class,Comparison,Count,CCA,RCCA,RTSS,,,GO Cell-Cell Adhesion,GO Regulation of Cell-Cell Adhesion,GO Regulation of trans-synaptic signaling
Efr3a,4.95E-160,-0.605549273,0.961,1,1.74E-155,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,1,,,,,,,
Egln1,1.12E-80,0.309159641,0.922,0.731,3.96E-76,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,1,,,,,
Elavl2,2.35E-213,-0.560598511,0.505,0.981,8.27E-209,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Elavl4,4.18E-183,-0.604398582,0.995,1,1.47E-178,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Elmo1,4.11E-139,-0.515188452,0.975,1,1.45E-134,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Enc1,3.60E-206,0.743327349,1,0.991,1.27E-201,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Eno1,1.86E-116,-0.314320275,1,1,6.56E-112,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Enpp2,3.25E-218,1.270358409,0.987,0.708,1.15E-213,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Epb4.1l2,3.39E-140,0.322418627,0.808,0.264,1.19E-135,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Epha7,1.29E-102,-0.400867567,0.548,0.909,4.54E-98,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,1,,,,,,
Eps15,1.88E-60,-0.270476168,0.985,0.999,6.63E-56,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Esrrg,8.96E-228,-0.512076223,0.249,0.894,3.16E-223,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Etv1,7.18E-94,-0.622749846,0.598,0.801,2.53E-89,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Evc2,5.24E-211,0.312851893,0.741,0.014,1.85E-206,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Exd2,4.16E-112,0.449184106,0.997,0.963,1.46E-107,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fabp5,1.54E-180,-0.468820113,0.994,1,5.42E-176,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,1,,,,,
Fam105a,1.60E-49,0.290620113,0.895,0.72,5.65E-45,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fam131a,2.11E-152,0.545658608,1,0.997,7.44E-148,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fam163b,1.10E-82,-0.41678562,0.928,0.974,3.86E-78,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fam189a1,1.22E-83,-0.253458092,0.746,0.965,4.30E-79,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fam19a1,1.09E-165,0.912686898,0.993,0.693,3.82E-161,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fam19a2,1.13E-40,-0.332314954,0.863,0.909,3.99E-36,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fam3c,6.28E-80,-0.803931113,0.993,0.99,2.21E-75,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fam81a,7.79E-52,0.261263255,1,0.973,2.74E-47,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fam84a,1.26E-258,0.696211172,0.964,0.219,4.42E-254,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fbxw7,5.21E-56,0.286278899,1,1,1.83E-51,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fez1,1.57E-88,0.271492067,1,1,5.52E-84,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,1,,,,,
Fezf2,3.61E-261,-0.639404149,0.029,0.831,1.27E-256,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fgf13,7.39E-85,0.389754542,0.973,0.866,2.60E-80,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fhl1,9.10E-96,0.304760719,0.824,0.401,3.21E-91,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fhl2,1.12E-57,0.278289715,0.993,0.983,3.95E-53,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fkbp1a,5.59E-284,0.71481888,1,1,1.97E-279,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fkbp3,8.60E-119,-0.32425527,1,1,3.03E-114,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Flrt3,1.83E-53,0.271810073,0.832,0.557,6.45E-49,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,1,,,,,,,
Fos,7.56E-43,-0.401080318,0.531,0.816,2.66E-38,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Foxo1,3.26E-139,-0.338291896,0.084,0.627,1.15E-134,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Foxp1,1.00E-229,-0.700556905,0.987,1,3.53E-225,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fras1,1.96E-170,-0.266728769,0.13,0.76,6.90E-166,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fst,3.17E-85,0.544388828,0.401,0.025,1.12E-80,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Ftl1,3.31E-73,-0.254146675,1,1,1.17E-68,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Fut9,6.60E-72,-0.374352956,0.966,1,2.32E-67,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,1,,,,,,
Fzd3,8.81E-82,0.379480304,0.994,0.96,3.10E-77,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gabra2,1.59E-122,0.474898054,0.975,0.847,5.60E-118,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gabra4,1.06E-70,0.351510865,0.992,0.982,3.72E-66,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gabra5,1.89E-176,-0.621764974,0.351,0.874,6.66E-172,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gabrd,4.15E-149,0.569030509,0.99,0.827,1.46E-144,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gadd45a,4.28E-134,-0.307320925,0.193,0.706,1.51E-129,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gadd45b,3.95E-49,0.305065783,0.867,0.651,1.39E-44,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Galnt14,6.17E-115,-0.26559029,0.068,0.536,2.17E-110,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Galnt9,1.41E-102,-0.529862458,0.941,0.993,4.97E-98,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gcsh,9.18E-65,-0.263661026,0.872,0.966,3.23E-60,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gfra2,5.17E-192,-0.469555155,0.423,0.956,1.82E-187,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Glra3,8.28E-164,0.267463836,0.621,0.013,2.91E-159,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,1,,,,,
Glrx,2.54E-159,-0.466102068,0.788,0.986,8.94E-155,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gm10419,1.34E-111,0.363829606,0.997,0.968,4.72E-107,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gm11223,2.24E-133,-0.25272504,1,1,7.88E-129,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gm12371,1.43E-170,0.451001275,0.794,0.18,5.03E-166,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gm1976,1.62E-89,0.351261515,0.982,0.919,5.71E-85,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gm20063,7.77E-110,0.281106617,0.857,0.423,2.74E-105,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gm2824,4.76E-110,-0.323561635,0.415,0.866,1.68E-105,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gm34996,1.10E-71,0.463275846,0.81,0.517,3.88E-67,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gm9866,2.12E-121,-0.328263448,0.433,0.89,7.47E-117,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gnal,1.59E-227,0.565485428,0.947,0.316,5.60E-223,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gnas,1.18E-138,-0.386497142,1,1,4.15E-134,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,1,,,,,,,
Gng10,6.14E-131,0.335049114,0.99,0.958,2.16E-126,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gng12,4.44E-144,-0.26194366,0.061,0.605,1.56E-139,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gng2,3.10E-108,0.392561179,0.999,0.973,1.09E-103,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gpcpd1,9.08E-58,-0.278845041,0.987,0.999,3.20E-53,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gpr123,1.41E-150,-0.614150867,0.86,0.989,4.98E-146,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gpr22,9.41E-144,0.603564924,0.998,0.973,3.32E-139,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gpx1,3.55E-137,-0.487608286,0.996,1,1.25E-132,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Grasp,4.21E-88,0.430728453,0.948,0.72,1.48E-83,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Grb2,3.02E-90,0.268262197,0.998,0.99,1.06E-85,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gria2,1.82E-103,0.325995567,1,1,6.39E-99,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,1,,,,,
Gria3,1.74E-152,0.561417922,1,0.986,6.13E-148,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Grin2b,1.38E-203,0.55933455,1,1,4.85E-199,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,1,,,,,
Grm3,3.95E-105,-0.334533612,0.691,0.967,1.39E-100,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,1,,,,,
Grm5,1.87E-69,0.328352661,1,0.995,6.60E-65,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,1,,,,,
Gsg1l,1.12E-263,0.577638014,0.942,0.134,3.95E-259,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gsta4,3.90E-197,0.723910779,0.976,0.702,1.37E-192,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Gucy1a3,1.61E-224,0.814409756,0.974,0.474,5.68E-220,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,1,,,,,
Gucy1b3,5.16E-138,0.397787798,0.999,0.994,1.82E-133,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,1,,,,,
H2-D1,1.37E-217,-0.604951279,0.414,0.96,4.82E-213,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
H3f3b,7.34E-128,0.327976677,1,1,2.59E-123,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Hcfc1r1,4.71E-107,-0.28816018,1,1,1.66E-102,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Hint1,1.62E-91,-0.261822951,1,1,5.69E-87,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Hlf,4.09E-51,-0.259230657,0.955,0.999,1.44E-46,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Hmgcr,7.06E-69,-0.314880571,0.842,0.978,2.49E-64,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Hmgcs1,8.65E-64,-0.380505812,0.959,0.994,3.05E-59,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Hn1,8.96E-78,0.277381634,1,0.999,3.15E-73,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Hnmt,1.81E-78,-0.320170387,0.698,0.923,6.39E-74,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Hpcal1,6.09E-134,0.545270845,0.935,0.664,2.14E-129,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Hpcal4,3.35E-131,0.521383213,1,0.999,1.18E-126,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Hprt,2.11E-105,-0.275924694,1,1,7.44E-101,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Hrh3,4.79E-227,-0.302935684,0.225,0.934,1.69E-222,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Hs3st2,0,-1.482595188,0.081,0.947,0,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Hs3st4,1.21E-223,-0.251318243,0.038,0.768,4.28E-219,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Hsd11b1,5.28E-129,-0.749910844,0.056,0.552,1.86E-124,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Hspa5,5.09E-35,0.264720059,1,1,1.79E-30,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Id2,4.11E-36,0.317369234,0.999,0.995,1.45E-31,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Ifi27,1.73E-132,-0.307875544,0.218,0.755,6.10E-128,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Ifrd1,5.16E-22,0.308561273,0.958,0.951,1.82E-17,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Ift57,7.21E-83,0.318780135,1,0.991,2.54E-78,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Igfbp4,8.76E-106,0.431763541,0.819,0.282,3.08E-101,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Igfbp6,1.04E-105,0.538130117,0.985,0.756,3.66E-101,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Igfn1,3.55E-101,0.313169204,0.678,0.211,1.25E-96,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,1,,,,,,,
Il1rapl1,1.92E-148,0.465947635,0.997,0.942,6.77E-144,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,1,,,,,,,
Il1rapl2,1.40E-257,-0.585469573,0.01,0.811,4.93E-253,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Ildr2,3.46E-69,0.308198852,0.993,0.857,1.22E-64,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Impact,5.91E-97,-0.344477219,1,1,2.08E-92,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Inhba,1.28E-32,0.384512811,0.553,0.325,4.50E-28,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Ism1,2.06E-161,0.292995236,0.858,0.32,7.26E-157,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Itm2c,2.34E-167,0.614571807,1,1,8.25E-163,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Itpka,6.02E-111,0.437422724,1,0.997,2.12E-106,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,1,,,,,
Kcna2,2.69E-130,-0.480909988,0.915,1,9.47E-126,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Kcna6,7.98E-199,-0.321797261,0.572,0.989,2.81E-194,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Kcnab1,4.65E-225,-0.522395208,0.101,0.825,1.64E-220,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Kcnab3,2.48E-120,-0.325118594,0.302,0.789,8.74E-116,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Kcnip2,3.42E-148,0.460745079,0.927,0.431,1.20E-143,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Kcnip3,1.58E-158,-0.661060783,0.935,0.997,5.56E-154,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Kcnip4,8.48E-174,0.673863633,0.994,0.686,2.99E-169,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Kcnk2,7.21E-236,-0.551590047,0.7,0.999,2.54E-231,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Kcnmb4,1.50E-115,-0.253386148,0.98,1,5.28E-111,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Kcnt2,1.04E-90,-0.347935862,0.787,0.966,3.67E-86,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Kctd1,1.67E-243,0.461699299,0.994,0.41,5.88E-239,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Kctd4,7.24E-182,0.629357293,0.95,0.56,2.55E-177,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Kdm7a,3.18E-40,0.303685562,0.979,0.928,1.12E-35,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Kif5a,1.67E-68,-0.279017505,0.924,0.992,5.87E-64,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Kitl,2.35E-207,0.485013421,0.869,0.166,8.26E-203,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Klf6,1.35E-62,-0.275265061,0.843,0.973,4.77E-58,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Klhdc8a,1.49E-131,-0.269546538,0.026,0.52,5.23E-127,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Klhl23,6.41E-45,0.295572957,0.913,0.774,2.26E-40,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Klhl4,1.13E-83,0.315888764,0.649,0.228,3.96E-79,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lamp1,2.23E-67,-0.277881749,0.989,1,7.87E-63,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lamp5,0,2.54353553,1,0.357,0,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lgmn,2.05E-86,-0.267095663,0.963,0.997,7.23E-82,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,1,,,,,
Lhfp,4.01E-148,-0.41977451,0.352,0.872,1.41E-143,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lifr,9.26E-64,0.25534799,0.929,0.764,3.26E-59,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lin7a,7.55E-54,-0.281605059,0.988,0.998,2.66E-49,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lin7c,1.81E-48,0.273966442,0.978,0.936,6.36E-44,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lingo1,4.42E-22,0.329328395,0.999,0.993,1.56E-17,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lingo2,4.72E-93,0.285263655,0.964,0.662,1.66E-88,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lmo3,2.23E-144,-0.374935607,0.214,0.773,7.87E-140,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lmo7,2.69E-79,0.268887727,0.929,0.709,9.46E-75,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,1,,,,,,,
Lpgat1,1.09E-94,-0.398765207,0.978,0.997,3.85E-90,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lpl,4.40E-216,0.622150262,0.751,0.013,1.55E-211,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lppr3,2.44E-158,0.311648365,0.946,0.403,8.59E-154,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lrrk2,1.30E-41,0.281534893,0.908,0.79,4.57E-37,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,1,,,,,
Lrrtm3,1.81E-81,0.362626383,0.993,0.963,6.37E-77,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lrrtm4,1.83E-191,0.661181476,1,0.81,6.44E-187,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lsamp,2.05E-125,-0.30632892,0.607,0.956,7.21E-121,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Ly6e,2.86E-278,-1.002855334,1,1,1.01E-273,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Ly6h,2.70E-65,0.276366559,0.999,0.999,9.52E-61,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lynx1,1.82E-226,-0.619716441,0.56,0.993,6.41E-222,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lypd1,1.48E-218,0.422994135,0.813,0.078,5.22E-214,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Lzts3,1.15E-70,0.296057857,0.99,0.952,4.06E-66,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Magi3,3.94E-119,0.340388842,0.939,0.583,1.39E-114,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
Malat1,3.63E-63,0.303363982,1,1,1.28E-58,VISp,L2/3 IT vs L5 IT,Glut,Glut VISp L2/3 IT vs L5 IT,1,,,,,,,,
